policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,claim_to_premium_ratio,high_claim_flag,night_incident,many_vehicles,no_police_report
3,700,821.7,52,1,3,6,4,0,1,1,1,7,423,1,4,0,5,0,14034.5,21901.7,0,26.621733317126534,1,1,1,1
0,600,1026.08,48,2,0,3,4,1,0,2,0,3,9059,5,1,0,0,1,20779.83,21918.08,1,21.340187716633565,1,1,0,0
6,500,1120.63,55,2,1,5,3,2,1,0,1,8,3854,18,3,1,5,1,25963.17,23826.72,0,21.24294107682569,1,0,1,0
5,200,1047.78,72,2,2,7,5,2,1,1,1,5,15054,6,1,3,4,0,6530.92,9455.33,0,9.015551402582048,0,0,0,1
5,400,1062.94,49,2,3,6,3,2,2,0,1,5,3894,5,3,3,2,1,15811.43,22384.07,0,21.038846175536214,1,1,1,0
3,400,1105.2,22,2,3,7,6,3,2,0,2,0,9422,6,4,3,1,1,2988.29,2531.05,0,2.288058217320557,0,0,1,0
5,500,1000.84,49,2,0,2,2,1,2,0,1,6,7060,23,4,0,4,0,8178.63,8794.8,0,8.77864728898826,0,1,1,1
2,800,995.87,64,2,2,0,3,2,0,1,2,6,12461,4,4,4,4,1,5516.46,7760.21,0,7.784575722009891,0,1,1,0
2,800,894.1,31,0,0,3,5,1,2,2,1,0,874,10,4,3,5,0,11805.45,11118.54,1,12.421561836666294,0,0,1,1
5,700,724.07,32,2,2,0,1,0,1,0,1,0,5447,3,4,2,4,1,5547.01,9725.04,0,13.41255327071869,0,1,1,0
3,700,1426.71,68,2,0,4,4,3,2,1,1,3,10546,6,1,0,4,1,2522.47,4832.01,0,3.3844478220366883,0,0,0,0
9,800,1376.76,52,2,0,6,0,1,2,1,0,4,9605,15,3,2,5,0,4855.49,7638.97,0,5.544485251422599,0,0,1,1
7,600,1483.93,40,0,0,2,3,0,3,0,1,5,11882,11,4,3,2,0,2586.37,3328.59,0,2.2415804111978344,0,0,1,1
8,1000,1028.17,43,2,2,4,0,3,0,2,2,8,1331,7,4,2,0,0,14949.77,13230.06,0,12.855077392461885,0,0,1,1
8,600,1257.57,32,2,0,5,4,3,1,2,1,8,12883,20,4,1,5,1,699.26,1379.8,0,1.0963236053616405,0,1,1,0
3,600,1287.57,40,2,0,0,2,0,1,1,2,0,14558,6,2,1,4,0,2226.04,2727.26,0,2.1165012378062507,0,0,0,1
3,400,1453.53,22,2,3,2,3,0,3,0,1,3,6006,18,2,0,5,0,21846.11,23358.92,0,16.059428131423896,1,0,0,1
6,700,1139.92,72,0,0,2,5,1,0,2,1,1,4234,8,2,3,4,1,4710.24,5485.03,0,4.807550047330224,0,0,0,0
9,700,1465.33,53,2,0,7,4,1,2,0,1,9,10200,12,2,3,4,1,5240.39,4675.84,0,3.188804702897711,0,0,0,0
0,300,1150.73,31,2,3,6,0,2,0,1,1,9,4540,6,1,2,5,1,14338.87,22788.72,0,19.786512463858717,1,0,0,0
3,1000,1389.47,75,1,1,6,5,3,3,2,1,0,13930,10,4,2,0,0,4691.13,4588.95,0,3.3002869533323262,0,0,1,1
0,300,1313.07,55,0,2,2,6,2,0,1,2,8,2655,17,3,2,4,0,15584.78,15535.26,0,11.822246912264948,0,0,1,1
6,200,1124.81,69,2,3,1,1,2,3,2,0,7,6564,3,3,4,0,1,2516.2,2966.64,1,2.6351160497774937,0,1,1,0
0,600,942.92,26,1,0,5,0,1,0,1,0,9,14252,15,2,0,1,0,4957.45,4289.75,0,4.544611831511145,0,0,0,1
2,800,732.26,58,2,2,1,5,1,2,2,1,4,15645,17,3,4,2,1,2446.35,2063.78,1,2.8145269072361785,0,0,1,0
4,700,1463.81,24,0,3,7,4,1,3,2,1,8,6070,23,1,1,3,1,16755.42,22049.55,0,15.052839617424786,1,1,0,0
5,500,1080.36,49,2,2,6,6,2,0,0,1,6,11768,6,4,0,5,1,2883.02,3953.58,0,3.6561182214988537,0,0,1,0
4,1000,1452.53,22,2,2,0,5,1,2,0,1,4,14901,8,4,1,1,0,18990.34,18840.11,1,12.961624459075493,1,0,1,1
1,200,1323.52,45,0,3,0,1,3,3,0,1,9,13465,23,4,2,3,1,9304.03,11602.33,0,8.759648778425392,0,1,1,0
8,800,742.29,55,0,3,4,0,2,3,2,0,4,7171,5,1,0,0,0,10318.28,11795.35,1,15.869108961508967,0,1,0,1
4,1000,1128.65,59,2,2,1,2,1,2,1,0,6,38,6,1,4,4,0,7530.84,8883.13,1,7.863612623378922,0,0,0,1
4,300,1149.28,74,1,3,5,0,1,2,0,2,8,1271,23,4,1,0,0,18811.54,23135.25,0,20.11271168758911,1,1,1,1
8,300,1107.09,40,1,0,4,4,1,0,1,1,6,12217,14,1,3,5,0,5474.27,4635.24,0,4.183089821223908,0,0,0,1
7,300,681.64,69,1,0,3,2,2,3,0,1,0,7221,5,2,0,4,1,12555.79,15895.53,1,23.285377358490567,0,1,0,0
1,800,969.58,61,1,0,6,5,1,3,0,1,6,12319,13,4,3,5,0,13556.38,19049.51,0,19.626934410352572,1,0,1,1
1,200,905.2,50,0,3,1,0,3,2,1,2,6,10763,1,1,4,1,1,15481.1,18699.04,0,20.634561906863826,0,1,0,0
2,800,1088.41,38,2,2,5,4,2,2,2,1,4,7002,20,1,4,4,1,8353.58,12956.96,0,11.8935570629974,0,1,0,0
3,400,1349.34,31,0,0,6,0,3,0,0,0,5,8964,15,2,1,2,0,1243.18,2419.49,0,1.7917635558451945,0,0,0,1
4,200,1393.87,23,2,3,7,4,3,2,2,2,2,8624,22,1,0,4,0,17965.93,20095.83,0,14.406955486891254,1,1,0,1
6,300,1471.44,26,2,0,6,3,3,2,1,2,9,17830,22,2,2,2,0,11651.53,14127.76,0,9.59479503409307,0,1,0,1
5,600,1117.46,28,1,3,1,4,3,1,2,0,9,6469,3,3,3,1,0,21855.78,20587.29,0,18.40681830373907,1,1,1,1
1,1000,1211.17,72,1,3,5,2,1,0,1,1,7,4171,0,3,2,5,1,5665.47,7123.36,0,5.876535469447354,0,1,1,0
7,600,1165.41,27,2,3,3,4,2,0,2,1,5,769,10,2,3,1,0,5844.85,7643.86,0,6.553321730780771,0,0,0,1
4,300,1164.67,47,1,3,4,0,1,1,1,2,7,12683,10,4,2,4,0,16807.2,23397.2,0,20.071889986016625,1,0,1,1
4,600,647.99,32,2,0,0,1,0,2,0,1,9,7835,1,4,4,3,0,8049.18,12207.92,0,18.810644231806346,0,1,1,1
8,400,1212.98,57,1,2,1,2,2,1,2,2,3,8519,18,3,0,5,1,5913.66,5407.12,0,4.454043723949323,0,0,1,0
1,800,1154.68,32,1,3,1,6,3,3,1,2,7,4733,20,1,3,3,0,3671.51,3390.45,0,2.9337273293645296,0,1,0,1
8,500,863.1,52,2,1,2,0,0,2,1,0,8,5247,7,2,4,5,0,11856.72,18334.79,0,21.21836592986923,0,0,0,1
5,700,1440.45,39,2,3,2,5,3,1,1,1,0,12430,20,3,0,0,0,7319.68,8110.03,0,5.626299906344306,0,1,1,1
4,600,1366.16,70,0,1,2,3,1,2,1,0,2,1664,9,4,0,3,0,9614.88,9647.61,0,7.056679540068463,0,0,1,1
2,600,955.78,35,0,0,2,3,1,2,2,1,2,17275,20,4,4,3,1,4707.91,3934.98,1,4.112732289554548,0,1,1,0
7,600,1057.24,65,0,0,4,4,0,2,1,0,5,8489,18,1,0,1,0,16433.38,19694.18,0,18.610315240399153,1,0,0,1
4,1000,620.29,67,1,3,6,5,3,3,1,2,0,17302,17,4,1,3,1,6431.96,6764.08,0,10.887154147016691,0,0,1,0
9,800,1043.29,46,0,3,3,6,2,2,0,1,2,6510,1,3,2,0,0,5518.94,5056.49,0,4.842036215993642,0,1,1,1
3,400,644.51,36,2,1,5,3,1,1,2,2,3,3169,7,4,0,1,0,8187.18,8938.71,1,13.847515917646511,0,0,1,1
2,1000,816.49,30,0,2,1,1,0,2,0,1,6,16086,20,4,3,0,0,6463.39,12475.87,0,15.26118973932403,0,1,1,1
6,700,1455.62,35,2,3,1,1,3,1,2,0,8,17233,22,3,4,5,0,15032.12,18199.86,0,12.494583350496356,0,1,1,1
5,200,1302.85,29,2,1,4,4,1,0,2,2,6,5843,1,2,0,5,0,11143.59,17523.48,0,13.439797522721172,0,1,0,1
0,800,1161.62,29,1,1,5,0,0,2,0,2,4,9372,10,2,0,1,0,1218.62,1015.77,0,0.8736904577591991,0,0,0,1
7,600,887.42,68,1,0,5,2,3,0,1,0,0,1338,8,1,1,3,0,5222.51,7711.76,0,8.680308862925195,0,0,0,1
5,700,660.59,45,0,2,2,1,1,0,2,2,0,14991,14,2,2,1,0,16066.07,15888.26,0,24.015266252512884,0,0,0,1
5,600,660.71,61,0,3,5,5,2,3,2,1,2,3608,21,2,1,0,1,3971.38,3641.11,0,5.5025766574481265,0,1,0,0
5,500,891.16,20,2,2,3,4,0,2,1,2,0,1657,22,2,4,3,1,627.83,938.61,0,1.0520646520803443,0,1,0,0
6,800,675.16,58,0,1,2,5,3,2,2,0,8,4539,1,2,0,1,0,6636.38,6030.44,0,8.918658305726455,0,1,0,1
1,300,1036.93,45,0,3,3,1,1,1,2,1,3,15047,16,3,0,3,1,29427.23,24655.47,0,23.754463210428447,1,0,1,0
8,800,667.68,18,1,2,7,3,3,1,2,0,7,12709,9,3,3,0,0,13250.08,11109.11,0,16.61349225339475,0,0,1,1
2,800,1470.96,68,2,0,4,1,0,0,0,0,4,15726,12,3,2,2,0,20739.58,24837.76,0,16.873936791760645,1,0,1,1
9,400,1314.08,38,2,2,6,2,3,0,1,1,8,13529,8,1,2,4,1,12605.77,23142.32,0,17.59765185387961,1,0,0,0
5,700,1405.1,39,0,3,2,2,1,1,2,2,3,14238,23,1,2,0,1,11376.61,13365.5,1,9.505369461631464,0,1,0,0
4,300,674.39,19,0,0,7,4,2,3,1,1,4,4193,5,1,0,4,1,9974.82,13826.03,0,20.471179614741114,0,1,0,0
6,500,1413.73,54,1,3,3,5,0,3,0,2,5,17402,22,2,1,3,1,13293.33,11572.95,0,8.180324160793933,0,1,0,0
4,700,1159.82,65,0,2,2,3,2,1,2,0,1,2129,10,4,0,4,0,13660.81,24505.87,0,21.110826829310316,1,0,1,1
0,600,742.65,59,2,0,4,6,1,2,1,0,6,7116,3,1,2,5,1,9020.34,11275.39,1,15.162226854030793,0,1,0,0
6,600,1483.85,70,0,1,4,0,1,1,1,1,3,8864,19,3,4,0,1,490.45,895.65,0,0.6031922416405697,0,0,1,0
6,500,617.22,64,0,0,7,1,0,3,2,2,4,17767,2,4,1,2,0,9410.42,9416.32,0,15.231341593607452,0,1,1,1
5,200,1213.72,42,2,0,5,4,2,3,2,1,7,698,17,4,0,3,0,15682.43,23257.89,0,19.146708706533193,1,0,1,1
8,1000,1093.71,27,1,3,4,2,1,0,2,1,6,6081,2,3,2,4,0,2348.45,4654.65,0,4.2519480044943405,0,1,1,1
1,400,692.4,27,1,0,4,3,0,2,1,1,1,14129,3,1,1,0,1,14388.77,20625.36,0,29.74525526391693,1,1,0,0
4,500,1075.47,31,1,2,7,6,2,3,2,2,1,9817,22,4,1,1,1,12030.44,20870.74,0,19.388129720289466,1,1,1,0
5,1000,1400.53,63,0,1,5,0,3,1,0,1,3,11920,15,4,0,3,1,15795.08,17392.1,0,12.40936690616683,0,0,1,0
5,700,953.13,36,2,0,7,2,1,2,2,2,4,3077,7,4,4,3,1,13476.24,19391.57,0,20.323823797595715,1,0,1,0
1,500,1013.16,37,0,2,2,0,3,2,0,2,8,6126,4,3,2,5,1,16993.89,23606.49,0,23.276889248244856,1,1,1,0
0,400,724.11,74,2,2,3,6,2,2,2,0,4,14151,4,2,0,0,1,20738.8,22314.83,1,30.774406641750907,1,1,0,0
3,1000,1361.29,25,1,2,6,3,1,1,2,1,0,6640,11,3,0,2,1,12095.22,19865.61,0,14.582511799983852,1,0,1,0
0,500,989.36,70,0,3,6,0,0,0,2,0,7,13244,19,2,3,1,1,20471.42,22290.48,0,22.50745183569611,1,0,0,0
5,300,876.2,37,2,2,4,6,0,3,1,2,6,2417,15,3,3,4,1,21130.84,21613.26,0,24.63891928864569,1,0,1,0
1,300,1084.28,27,0,2,5,2,1,0,2,2,5,14862,3,2,0,5,1,2818.37,3933.29,0,3.6242167919799497,0,1,0,0
2,800,785.2,38,2,2,4,2,0,3,0,1,7,10920,23,1,0,2,0,16840.2,14352.01,0,18.25490969219028,0,1,0,1
6,600,1126.3,18,0,2,1,6,0,3,2,2,2,5369,6,1,3,0,1,17850.82,20354.32,1,18.05581477867471,1,0,0,0
7,1000,1264.96,27,0,0,7,5,0,0,1,1,1,3480,9,2,4,4,0,14406.09,16654.6,0,13.155707921261333,0,0,0,1
6,1000,1252.75,75,1,2,6,0,3,3,2,2,4,3467,9,4,3,4,1,2466.78,3127.68,0,2.4946600199401794,0,0,1,0
1,700,832.72,20,1,1,5,6,1,0,1,1,2,13810,20,4,0,5,0,9334.97,9658.8,0,11.585184474403876,0,1,1,1
0,300,1388.24,43,0,0,3,5,2,3,0,2,8,10388,0,4,3,1,1,1022.61,1764.75,0,1.2702988684460568,0,1,1,0
7,400,1445.86,62,0,1,3,4,0,3,1,1,8,4384,13,3,1,5,0,13958.57,16351.4,0,11.301300747826328,0,0,1,1
3,600,801.88,57,2,1,1,0,2,0,1,1,9,8424,12,4,0,2,0,19577.3,23738.21,0,29.5663237345556,1,0,1,1
2,1000,644.02,64,2,0,1,5,0,0,2,1,1,17486,12,3,4,1,0,29635.49,24720.9,0,38.325788347648135,1,0,1,1
8,800,698.16,63,2,3,3,0,2,2,0,0,7,601,16,1,1,4,1,3325.69,5634.2,0,8.058527375707992,0,0,0,0
2,1000,640.04,66,1,1,2,3,0,0,2,0,5,2086,2,3,0,4,0,13011.24,16558.22,0,25.830244602520906,0,1,1,1
7,300,1189.23,69,2,3,6,4,0,1,1,1,9,9710,10,4,4,5,0,10813.49,18675.96,0,15.691051309410785,0,0,1,1
3,700,1248.78,22,1,2,6,4,3,0,0,0,6,6096,22,2,1,3,1,11290.89,13969.33,0,11.17743122789611,0,1,0,0
7,1000,1336.22,67,0,0,5,0,2,1,0,2,9,11477,17,4,1,5,0,2800.11,5383.7,0,4.026039096035057,0,0,1,1
9,300,961.33,49,0,3,1,3,2,1,2,1,5,15016,6,2,4,1,1,23755.17,22462.98,1,23.342283831949537,1,0,0,0
3,400,1405.34,26,0,0,3,5,1,0,0,0,5,8142,7,2,1,2,1,17870.99,16230.88,0,11.54122047300084,0,0,0,0
9,300,726.89,70,0,0,6,2,3,3,0,1,9,11726,15,3,1,1,0,10867.79,21003.93,0,28.855912294440095,1,0,1,1
3,600,1273.02,70,0,3,3,0,2,0,2,1,6,11824,20,4,3,2,1,6548.66,7638.98,0,5.995965526443855,0,1,1,0
1,500,1348.15,75,1,2,6,3,3,2,1,1,0,3213,0,3,3,2,1,17061.49,21535.85,0,15.962531964570283,1,1,1,0
8,600,1366.26,34,2,0,5,2,3,1,0,1,3,15473,5,1,3,4,0,2295.84,3828.44,0,2.8000819156561296,0,1,0,1
0,700,1330.92,42,1,1,4,2,1,0,1,1,5,2284,17,1,1,3,1,2420.71,3403.7,0,2.555483812841612,0,0,0,0
5,600,602.71,74,1,1,0,0,3,2,0,2,6,164,14,1,3,2,1,445.74,715.65,0,1.1854201520597636,0,0,0,0
8,300,1349.12,19,0,3,0,2,2,0,2,2,5,3747,2,1,3,4,0,7260.28,12285.27,1,9.099391165229758,0,1,0,1
3,1000,1005.12,37,0,2,4,3,3,2,2,1,0,9550,4,1,3,3,1,13618.09,11452.13,0,11.382469287957697,0,1,0,0
3,700,801.59,57,0,1,2,2,1,0,1,1,6,1529,7,2,1,5,1,15531.62,14563.85,0,18.146064615806328,0,0,0,0
6,300,749.15,43,1,1,1,3,3,2,1,1,8,3855,22,2,4,0,1,13891.28,12646.86,1,16.859108178364327,0,1,0,0
9,600,1037.66,47,0,0,7,5,1,3,0,1,9,3482,21,3,0,5,1,8853.88,11654.7,0,11.220900005776674,0,1,1,0
4,700,1144.03,57,2,2,1,0,2,3,2,2,3,2089,18,2,3,5,0,15381.19,21877.89,0,19.106826895365188,1,0,0,1
4,600,1372.37,60,1,0,3,3,0,2,0,1,6,1893,13,2,4,3,1,8922.96,9729.95,0,7.084725893240716,0,0,0,0
0,300,914.82,49,1,2,7,4,2,3,0,1,0,272,9,3,2,4,0,23178.91,21137.83,0,23.08076914677557,1,0,1,1
4,800,1359.62,19,2,2,2,2,2,1,2,0,7,16843,3,3,1,3,0,8485.47,11674.45,0,8.580242830474344,0,1,1,1
1,600,687.14,20,1,0,2,3,1,3,0,0,4,2286,23,4,1,5,1,6914.33,6423.58,0,9.33469933443776,0,1,1,0
0,200,939.72,36,2,0,6,2,1,0,1,0,9,10950,11,1,3,0,0,7551.28,12692.0,0,13.491793519857131,0,0,0,1
6,200,1240.96,25,1,1,0,3,1,0,1,0,5,3336,10,3,3,5,1,12828.65,13419.22,0,10.804872942767883,0,0,1,0
0,300,1181.9,38,2,0,7,4,2,3,2,1,8,1366,17,1,2,5,0,16128.95,19358.01,0,16.364874461070247,1,0,0,1
4,400,943.26,24,1,0,6,5,3,2,0,2,2,8562,12,4,3,0,0,10719.87,13896.21,0,14.716508165124011,0,0,1,1
1,300,670.07,52,2,0,4,3,1,3,2,0,3,17101,22,1,4,0,1,12426.92,15752.09,1,23.47309520616329,0,1,0,0
2,600,1395.77,64,0,0,4,1,3,2,1,0,8,5103,3,1,2,1,0,671.18,597.53,0,0.4277941250170035,0,1,0,1
0,600,914.63,29,0,3,5,0,2,3,1,0,3,16819,15,3,1,5,1,18934.25,22351.96,0,24.41156362286076,1,0,1,0
3,500,1077.31,30,1,0,4,0,1,2,0,2,8,8242,6,3,1,3,1,9965.46,19128.31,0,17.739156643265854,1,0,1,0
6,1000,1494.66,52,1,3,6,5,0,3,2,1,9,609,8,2,2,1,1,15649.66,23048.05,0,15.40995279675862,1,0,0,0
1,600,1149.3,28,1,3,2,4,1,2,1,0,2,15194,13,4,4,3,0,10615.89,8972.55,0,7.800182561071025,0,0,1,1
8,600,1107.59,63,2,2,1,5,0,2,0,2,4,15384,5,4,1,2,0,10755.18,21271.65,0,19.188022623332344,1,1,1,1
5,600,1374.65,47,2,2,6,0,3,0,0,1,8,11974,0,4,2,5,1,6080.25,10404.23,0,7.563137425944098,0,1,1,0
2,600,894.71,57,2,2,0,4,3,1,0,0,6,11825,17,1,2,2,1,1862.43,2360.02,1,2.6348036752966917,0,0,0,0
3,300,1409.23,42,1,1,3,1,2,0,2,1,3,12872,17,4,3,1,1,1863.9,2555.15,0,1.8118675677017224,0,0,1,0
8,600,815.94,73,0,0,2,3,0,3,0,2,3,17086,3,1,1,2,0,2671.91,3000.34,0,3.672656498641271,0,1,0,1
7,400,1150.98,46,0,3,6,1,2,1,2,2,4,16891,2,2,1,0,0,664.57,1276.96,0,1.1084914668657442,0,1,0,1
0,600,1007.11,71,2,1,2,1,0,3,1,1,8,4628,0,1,2,5,0,7355.0,7559.14,0,7.49832855541558,0,1,0,1
3,300,1282.91,38,1,1,3,3,3,1,2,1,6,12671,11,1,1,2,1,18756.67,18973.58,0,14.777967303004106,1,0,0,0
0,400,1006.89,67,2,0,2,6,2,2,2,1,0,14259,9,1,3,5,1,13869.56,13234.08,0,13.13048050878568,0,0,0,0
6,800,610.12,72,0,2,5,2,3,2,0,1,8,5207,11,4,1,4,0,21644.21,18629.89,1,30.48483112972902,0,0,1,1
2,800,1258.5,68,1,1,6,2,2,0,2,1,7,14656,15,3,2,1,0,14886.8,19720.39,0,15.657316395394998,1,0,1,1
5,600,778.16,50,2,1,0,4,3,2,0,2,9,7939,19,1,1,3,1,5555.8,9206.43,0,11.815840135530573,0,0,0,0
7,300,1376.22,55,1,1,2,3,1,1,2,0,7,13772,23,2,0,5,1,18543.64,15593.4,0,11.322374057884725,0,1,0,0
4,200,1376.85,65,2,2,5,4,1,2,1,2,1,12142,14,2,1,5,0,1199.74,1359.52,0,0.9866966650941685,0,0,0,1
8,700,969.81,40,1,1,5,0,0,3,2,0,8,6724,16,3,4,1,1,10115.23,16145.68,0,16.631143066099444,0,0,1,0
1,500,931.66,59,0,2,5,1,0,0,1,2,4,3783,18,4,2,0,0,12663.06,20050.02,0,21.49767332146763,1,0,1,1
9,800,1019.43,49,1,0,4,2,3,3,1,0,0,8296,11,3,1,2,1,16750.49,20503.08,0,20.092588418607843,1,0,1,0
4,300,1324.87,71,0,1,5,1,3,1,0,1,7,13121,12,4,1,0,1,7934.78,12612.04,0,9.512274959083472,0,0,1,0
5,600,1397.55,20,1,0,3,0,3,1,0,1,4,3427,5,1,1,4,1,14314.65,13968.79,0,9.988051910907727,0,1,0,0
9,200,1202.85,71,1,2,6,6,1,0,0,1,3,7965,16,4,0,1,1,14144.26,19384.85,0,16.102379864601073,1,0,1,0
8,300,1424.9,57,1,1,3,3,1,0,1,0,5,7996,22,4,2,1,1,5974.59,7482.84,0,5.247801388596676,0,1,1,0
7,200,1039.03,60,1,2,2,2,3,1,2,1,9,13162,15,1,0,0,0,16911.07,15604.33,0,15.003730661615531,0,0,0,1
0,500,1358.87,21,1,1,3,3,1,1,2,0,3,332,10,2,3,4,0,12045.44,12195.21,1,8.967923404443072,0,0,0,1
5,800,1485.61,26,1,1,1,3,0,3,2,0,4,2021,9,1,1,5,0,18602.92,23466.96,0,15.785552364103564,1,0,0,1
8,300,1072.24,65,1,0,4,5,0,1,1,0,5,16775,23,2,4,3,1,3833.8,4579.87,0,4.267330699563937,0,1,0,0
5,1000,1163.56,20,1,0,0,4,2,2,2,1,3,13340,18,4,0,4,0,10391.62,20508.71,0,17.610694167754346,1,0,1,1
9,800,1185.86,26,0,0,6,5,1,3,1,0,6,285,16,1,3,1,1,5206.73,10335.67,0,8.70841548287077,0,0,0,0
5,1000,890.46,70,2,3,5,1,3,0,1,1,8,13165,12,3,0,3,0,5487.23,8195.08,0,9.192874610190024,0,0,1,1
2,800,741.59,69,0,3,5,6,1,3,0,1,0,9416,12,4,3,3,1,9068.85,12186.11,1,16.410280235392342,0,0,1,0
0,600,735.28,30,0,1,5,6,2,0,1,0,6,7349,20,4,2,0,1,12112.12,11051.37,0,15.009738143097737,0,1,1,0
6,400,1137.31,55,0,1,4,3,1,1,0,1,1,5480,22,4,2,3,1,11744.14,14151.29,0,12.431841941123245,0,1,1,0
6,500,858.26,70,2,2,7,3,0,2,1,1,5,17478,7,4,0,4,0,9656.07,17473.76,0,20.335823848427715,0,0,1,1
6,500,1222.31,18,2,3,3,6,0,2,0,2,1,15874,17,2,2,0,1,26890.33,24847.9,0,20.312022300152865,1,0,0,0
6,400,608.8,60,1,3,3,5,0,1,1,2,6,16916,0,3,4,0,1,19532.14,16928.54,0,27.760806821908826,0,1,1,0
3,600,791.5,57,2,0,6,0,0,1,2,1,4,10254,7,3,4,0,1,9285.02,11350.06,0,14.321842271293376,0,0,1,0
7,200,1221.63,58,0,0,6,2,3,0,1,2,9,15280,9,1,0,5,1,454.02,644.21,0,0.5269051143845644,0,0,0,0
1,600,978.09,64,0,1,3,3,3,1,2,2,7,12918,21,4,1,2,1,3076.86,2735.1,0,2.7935123430940973,0,1,1,0
6,700,1060.33,57,0,1,3,5,3,1,1,1,1,12729,21,2,0,3,1,17111.39,17579.61,1,16.56375491129055,0,1,0,0
6,500,1346.06,32,2,2,0,3,3,0,0,1,3,11996,9,2,4,4,1,21710.84,20405.96,0,15.14851602749692,1,0,0,0
1,600,1285.72,73,2,0,2,1,1,0,1,1,4,6988,22,1,1,3,1,8663.64,9220.75,0,7.166088970405371,0,1,0,0
3,500,948.85,43,2,2,3,5,1,2,1,0,6,3006,13,1,3,0,0,10566.45,13928.55,0,14.663946938990366,0,0,0,1
7,200,1187.77,26,2,1,2,1,1,2,0,1,6,15430,10,4,0,4,1,24664.64,21774.08,0,18.316478376809645,1,0,1,0
8,600,821.75,29,1,1,4,6,2,1,2,2,8,7881,6,3,0,5,0,4639.74,7375.59,0,8.964557885141295,0,0,1,1
3,500,677.6,41,2,2,6,5,0,0,0,1,7,9561,23,3,3,4,0,15422.05,15768.07,0,23.236177424108458,0,1,1,1
1,400,975.94,32,0,1,5,5,0,0,2,2,4,13539,1,1,0,2,0,5893.69,6166.58,0,6.3121378999733855,0,1,0,1
0,600,869.52,42,1,2,6,3,1,2,0,0,0,17079,18,3,3,0,0,16165.59,16845.78,0,19.351399163718238,0,0,1,1
9,400,877.79,29,1,0,4,2,2,2,1,0,9,17083,23,3,3,2,1,19329.94,22313.3,0,25.39093526325971,1,1,1,0
6,700,1270.27,18,2,3,7,3,1,3,1,1,6,1501,13,3,1,3,0,3338.94,4989.83,0,3.925074925074925,0,0,1,1
1,700,1350.79,52,2,2,2,2,3,2,0,0,5,4873,11,2,2,5,1,18029.8,15382.45,0,11.379319272963997,0,0,0,0
4,600,924.7,67,0,1,6,1,2,3,2,0,0,11964,2,3,1,3,0,12648.24,14038.67,0,15.165463973209462,0,1,1,1
6,400,1244.3,20,0,0,0,1,1,1,2,1,2,6203,2,3,4,4,0,2496.48,3021.89,1,2.4266361519312616,0,1,1,1
6,600,701.63,46,0,1,1,4,3,2,0,1,4,1683,19,2,1,0,1,10661.95,11118.88,1,15.824658782004752,0,0,0,0
5,1000,1227.48,25,0,3,1,1,0,2,2,1,3,16430,19,2,0,5,0,12984.78,11865.65,0,9.65880600416775,0,0,0,1
4,500,1470.7,39,1,2,7,6,0,2,1,1,1,1303,19,1,1,2,1,4586.4,8401.54,0,5.70873139906231,0,0,0,0
4,300,1144.71,44,0,1,6,2,0,0,1,1,3,9027,7,3,4,4,1,17614.61,21325.52,0,18.61336638416353,1,0,1,0
4,200,774.62,60,2,3,5,1,1,1,1,1,9,16853,15,1,2,2,0,4077.15,4026.63,0,5.191498414171888,0,0,0,1
2,700,1398.51,38,1,1,3,3,1,2,1,2,2,1941,4,2,1,0,1,12494.46,16470.72,0,11.768919121692594,0,1,0,0
6,500,1154.1,60,2,2,2,5,2,2,2,0,6,6283,17,3,3,1,0,13570.21,14674.56,0,12.704146827114537,0,0,1,1
2,700,841.59,46,2,0,6,0,3,0,2,2,8,11104,2,3,3,1,0,11292.51,11158.34,0,13.242905802347524,0,1,1,1
2,700,1289.06,37,1,0,6,5,1,1,2,1,0,5859,18,4,0,0,1,10716.26,11655.96,1,9.035207664759778,0,0,1,0
4,200,1212.31,56,2,3,7,2,1,0,0,1,2,4917,23,1,2,3,0,3501.85,4129.15,0,3.403211050761965,0,1,0,1
5,600,713.6,28,1,2,1,6,3,1,0,1,2,553,14,2,4,5,1,16939.44,14762.5,0,20.658410299468233,0,0,0,0
0,500,614.35,68,1,2,3,1,0,1,1,0,8,8145,5,4,3,2,1,16451.88,15900.59,0,25.839912245063783,0,1,1,0
9,800,1035.01,68,0,3,7,2,2,1,1,1,8,5098,19,1,4,0,0,6715.59,12606.17,0,12.168000308877328,0,0,0,1
2,700,911.18,75,2,1,3,1,1,0,2,0,3,11433,6,1,0,4,0,17688.05,16135.5,0,17.688942971781888,0,0,0,1
6,300,1213.03,65,2,1,0,2,1,1,0,1,8,13051,5,3,4,5,1,14426.03,20833.06,0,17.160251394117115,1,1,1,0
2,600,1213.03,24,0,3,0,4,1,3,0,0,3,9017,7,1,3,3,1,758.27,923.54,0,0.7607225521609845,0,0,0,0
0,1000,1406.39,69,0,2,4,0,1,0,0,0,4,8470,10,3,4,0,0,10574.05,16439.89,0,11.681118950681757,0,0,1,1
